sigla,nome_pregao,isin,classe,price,change,changepct,setor,subsetor,segmento,codcvm,cnpj,razao_social,cnpj_adm,razao_social_adm,sigla4
JNJB34,JOHNSON DRN,BRJNJBBDR002,BDR,540.42,0.00,0.00,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,50350,00.000.000/0000-00,JOHNSON & JOHNSON,---,---,JNJB
JPMC34,JPMORGAN DRN,BRJPMCBDR009,BDR,218.23,-5.49,-2.45,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,50571,00.000.000/0000-00,JPMORGAN CHASE & CO.,---,---,JPMC
KHCB34,KRAFT HEINZ DRN,BRKHCBBDR007,BDR,130.10,0.00,0.00,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,51063,00.000.000/0000-00,THE KRAFT HEINZ COMPANY,---,---,KHCB
LBRN34,L BRANDS DRN,BRLBRNBDR001,BDR,25.96,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS. VESTUÁRIO E CALÇADOS,51004,00.000.000/0000-00,L BRANDS INC.,---,---,LBRN
LILY34,LILLY DRN,BRLILYBDR006,BDR,241.00,0.00,0.00,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,50555,00.000.000/0000-00,ELI LILLY AND COMPANY,---,---,LILY
LMTB34,LOCKHEED DRN,BRLMTBBDR009,BDR,1174.01,0.00,0.00,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL AERONÁUTICO E DE DEFESA,50652,00.000.000/0000-00,LOCKHEED MARTIN CORPORATION,---,---,LMTB
MACY34,MACY S DRN,BRMACYBDR000,BDR,98.00,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS. VESTUÁRIO E CALÇADOS,51179,00.000.000/0000-00,MACY S INC.,---,---,MACY
MCDC34,MCDONALDS DRN,BRMCDCBDR000,BDR,190.81,0.00,0.00,CONSUMO CÍCLICO,HOTEIS E RESTAURANTES,RESTAURANTE E SIMILARES,50075,00.000.000/0000-00,MCDONALDS CORP.,---,---,MCDC
MDLZ34,MONDELEZ INT DRN,BRMDLZBDR002,BDR,97.59,0.00,0.00,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,50903,00.000.000/0000-00,MONDELEZ INTERNATIONAL INC,---,---,MDLZ
MDTC34,MEDTRONIC DRN,BRMDTCBDR004,BDR,168.00,0.73,0.44,CONSUMO NÃO CÍCLICO,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,51250,00.000.000/0000-00,MEDTRONIC PUBLIC LIMITED COMPANY,---,---,MDTC
METB34,METLIFE INC DRN,BRMETBBDR004,BDR,180.00,0.00,0.00,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,50881,00.000.000/0000-00,METLIFE INC,---,---,METB
MMMC34,3M DRN,BRMMMCBDR000,BDR,205.21,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,50504,00.000.000/0000-00,3M COMPANY,---,---,MMMC
MOSC34,MOSAIC CO DRN,BRMOSCBDR003,BDR,53.17,0.00,0.00,MATERIAIS BÁSICOS,QUÍMICOS,FERTILIZANTES E DEFENSIVOS,50911,00.000.000/0000-00,THE MOSAIC COMPANY,---,---,MOSC
MRCK34,MERCK DRN,BRMRCKBDR003,BDR,289.22,0.00,0.00,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,50148,00.000.000/0000-00,MERCK CO. INC.,---,---,MRCK
MSBR34,MORGAN STAN DRN,BRMSBRBDR008,BDR,185.70,0.00,0.00,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,50644,00.000.000/0000-00,MORGAN STANLEY,---,---,MSBR
MSCD34,MASTERCARD DRN,BRMSCDBDR006,BDR,938.00,0.00,0.00,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,50253,00.000.000/0000-00,MASTERCARD INCORPORATED,---,---,MSCD
MSFT34,MICROSOFT DRN,BRMSFTBDR005,BDR,484.01,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,50156,00.000.000/0000-00,MICROSOFT CORPORATION,---,---,MSFT
NFLX34,NETFLIX DRN,BRNFLXBDR000,BDR,1412.01,0.00,0.00,CONSUMO CÍCLICO,MÍDIA,PRODUÇÃO E DIFUSÃO DE FILMES E PROGRAMAS,50458,00.000.000/0000-00,NETFLIX INC.,---,---,NFLX
NIKE34,NIKE DRN,BRNIKEBDR006,BDR,351.34,0.00,0.00,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,CALÇADOS,50270,00.000.000/0000-00,NIKE INC,---,---,NIKE
ORCL34,ORACLE DRN,BRORCLBDR007,BDR,213.99,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,50288,00.000.000/0000-00,ORACLE CORPORATION,---,---,ORCL
PEPB34,PEPSICO INC DRN,BRPEPBBDR005,BDR,499.01,0.00,0.00,CONSUMO NÃO CÍCLICO,BEBIDAS,CERVEJAS E REFRIGERANTES,50377,00.000.000/0000-00,PEPSICO INC.,---,---,PEPB
PFIZ34,PFIZER DRN,BRPFIZBDR006,BDR,154.90,-0.11,-0.07,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,50040,00.000.000/0000-00,PFIZER INC.,---,---,PFIZ
PGCO34,PG DRN,BRPGCOBDR001,BDR,418.23,0.00,0.00,CONSUMO NÃO CÍCLICO,PRODUTOS DE USO PESSOAL E DE LIMPEZA,PRODUTOS DE USO PESSOAL,50199,00.000.000/0000-00,PROCTER GAMBLE COMPANY,---,---,PGCO
QCOM34,QUALCOMM DRN,BRQCOMBDR007,BDR,314.22,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,50415,00.000.000/0000-00,QUALCOMM INC.,---,---,QCOM
RIGG34,TRANSOCEAN DRN,BRRIGGBDR000,BDR,31.00,0.00,0.00,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,51411,00.000.000/0000-00,TRANSOCEAN LTD.,---,---,RIGG
ROST34,ROSS STORES DRN,BRROSTBDR006,BDR,197.26,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS. VESTUÁRIO E CALÇADOS,51187,00.000.000/0000-00,ROSS STORES INC.,---,---,ROST
SBUB34,STARBUCKS DRN,BRSBUBBDR005,BDR,298.27,0.00,0.00,CONSUMO CÍCLICO,HOTEIS E RESTAURANTES,RESTAURANTE E SIMILARES,50610,00.000.000/0000-00,STARBUCKS CORPORATION,---,---,SBUB
SCHW34,SCHWAB DRN,BRSCHWBDR006,BDR,172.60,0.00,0.00,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,51209,00.000.000/0000-00,THE CHARLES SCHWAB CORPORATION,---,---,SCHW
SLBG34,SCHLUMBERGER DRN,BRSLBGBDR003,BDR,169.28,0.00,0.00,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EQUIPAMENTOS E SERVIÇOS,50296,00.000.000/0000-00,SCHLUMBERGER LIMITED,---,---,SLBG
SSFO34,SALESFORCE DRN,BRSSFOBDR003,BDR,306.54,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,51195,00.000.000/0000-00,SALESFORCE.COM INC.,---,---,SSFO
TEXA34,TEXAS INC DRN,BRTEXABDR003,BDR,454.72,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,50954,00.000.000/0000-00,TEXAS INSTRUMENTS INC.,---,---,TEXA
TGTB34,TARGET CORP DRN,BRTGTBBDR004,BDR,318.49,0.00,0.00,CONSUMO NÃO CÍCLICO,COMÉRCIO E DISTRIBUIÇÃO,ALIMENTOS,50890,00.000.000/0000-00,TARGET CORP,---,---,TGTB
TIFF34,TIFFANY DRN,BRTIFFBDR000,BDR,376.68,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,50792,00.000.000/0000-00,TIFFANY CO,---,---,TIFF
TMOS34,THERMFISCHER DRN,BRTMOSBDR007,BDR,256.50,5.49,2.19,CONSUMO NÃO CÍCLICO,SAÚDE,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,51233,00.000.000/0000-00,THERMO FISHER SCIENTIFIC INC.,---,---,TMOS
TSLA34,TESLA INC DRN,BRTSLABDR008,BDR,256.01,0.00,0.00,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,51403,00.000.000/0000-00,TESLA INC,---,---,TSLA
TWTR34,TWITTER DRN,BRTWTRBDR007,BDR,67.94,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,50741,00.000.000/0000-00,TWITTER INC.,---,---,TWTR
UBSG34,UBS GROUP DRN,BRUBSGBDR004,BDR,51.80,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,51276,00.000.000/0000-00,UBS GROUP AG,---,---,UBSG
UPAC34,UNIONPACIFIC DRN,BRUPACBDR001,BDR,174.40,0.00,0.00,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,50920,00.000.000/0000-00,UNION PACIFIC CORPORATION,---,---,UPAC
UPSS34,UPS DRN,BRUPSSBDR009,BDR,111.73,0.00,0.00,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE RODOVIÁRIO,50598,00.000.000/0000-00,UNITED PARCEL SERVICE INC.,---,---,UPSS
USBC34,US BANCORP DRN,BRUSBCBDR003,BDR,195.71,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,50784,00.000.000/0000-00,U.S. BANCORP,---,---,USBC
USSX34,US STEEL DRN,BRUSSXBDR003,BDR,65.54,0.00,0.00,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,51292,00.000.000/0000-00,UNITED STATES STEEL CORPORATION,---,---,USSX
UTEC34,UNITED TECH DRN,BRUTECBDR005,BDR,473.44,0.00,0.00,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL AERONÁUTICO E DE DEFESA,50776,00.000.000/0000-00,UNITED TECHNOLOGIES CORP,---,---,UTEC
VERZ34,VERIZON DRN,BRVERZBDR008,BDR,228.66,0.00,0.00,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,50423,00.000.000/0000-00,VERIZON COMMUNICATIONS INC.,---,---,VERZ
VISA34,VISA INC DRN,BRVISABDR000,BDR,629.94,0.00,0.00,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,50385,00.000.000/0000-00,VISA INC.,---,---,VISA
VLOE34,VALERO ENER DRN,BRVLOEBDR005,BDR,173.82,0.00,0.00,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,51373,00.000.000/0000-00,VALERO ENERGY CORPORATION,---,---,VLOE
WALM34,WAL MART DRN,BRWALMBDR005,BDR,101.06,0.00,0.00,CONSUMO NÃO CÍCLICO,COMÉRCIO E DISTRIBUIÇÃO,ALIMENTOS,50067,00.000.000/0000-00,WALMART INC.,---,---,WALM
WFCO34,WELLS FARGO DRN,BRWFCOBDR009,BDR,187.56,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,50130,00.000.000/0000-00,WELLS FARGO COMPANY,---,---,WFCO
WSON33,WILSON SONS DR3,BRWSONBDR009,BDR,39.93,-0.37,-0.92,BENS INDUSTRIAIS,TRANSPORTE,SERVIÇOS DE APOIO E ARMAZENAGEM,80047,00.000.000/0000-00,WILSON SONS LTD.,---,---,WSON
WUNI34,WESTERNUNION DRN,BRWUNIBDR007,BDR,75.86,0.00,0.00,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,50970,00.000.000/0000-00,THE WESTERN UNION COMPANY,---,---,WUNI
XRXB34,XEROX CORP DRN,BRXRXBBDR005,BDR,135.84,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,50601,00.000.000/0000-00,XEROX CORPORATION,---,---,XRXB
BBSD11,BB ETF SP DV,BRBBSDCTF000,ETF,77.60,0.53,0.69,OUTROS,FUNDOS,FUNDOS DE AÇÕES,BBSD11,17.817.528/0001-50,BB ETF S&P DIVIDENDOS BRASIL FUNDO DE ÍNDICE,30.822.936/0001-69,BB GESTAO DE RECURSOS DTVM S.A,BBSD
BOVA11,ISHARES BOVA,BRBOVACTF003,ETF,90.52,-0.64,-0.70,OUTROS,FUNDOS,FUNDOS DE AÇÕES,BOVA11,10.406.511/0001-61,ISHARES IBOVESPA FUNDO DE ÍNDICE,01.522.368/0001-82,BANCO BNP PARIBAS BRASIL S/A,BOVA
BOVV11,IT NOW IBOV,BRBOVVCTF009,ETF,94.25,-0.79,-0.83,OUTROS,FUNDOS,FUNDOS DE AÇÕES,BOVV11,21.407.758/0001-19,IT NOW IBOVESPA FUNDO DE ÍNDICE,60.701.190/0001-04,ITAU UNIBANCO S.A.,BOVV
BRAX11,ISHARES BRAX,BRBRAXCTF002,ETF,76.78,-0.52,-0.67,OUTROS,FUNDOS,FUNDOS DE AÇÕES,BRAX11,11.455.378/0001-04,ISHARES IBRX - ÍNDICE BRASIL (IBRX-100) FDO ÍNDICE,01.522.368/0001-82,BANCO BNP PARIBAS BRASIL S/A,BRAX
DIVO11,IT NOW IDIV,BRDIVOCTF002,ETF,51.94,-0.16,-0.31,OUTROS,FUNDOS,FUNDOS DE AÇÕES,DIVO11,13.416.245/0001-46,IT NOW IDIV FUNDO DE ÍNDICE,60.701.190/0001-04,ITAU UNIBANCO S.A.,DIVO
ECOO11,ISHARES ECOO,BRECOOCTF008,ETF,99.45,0.81,0.82,OUTROS,FUNDOS,FUNDOS DE AÇÕES,ECOO11,15.562.377/0001-01,ISHARES ÍNDICE CARBONO EFIC. (ICO2) BRASIL-FDO ÍND,01.522.368/0001-82,BANCO BNP PARIBAS BRASIL S/A,ECOO
FIND11,IT NOW IFNC,BRFINDCTF007,ETF,102.76,-2.19,-2.09,OUTROS,FUNDOS,FUNDOS DE AÇÕES,FIND11,11.961.094/0001-81,IT NOW IFNC FUNDO DE ÍNDICE,60.701.190/0001-04,ITAU UNIBANCO S.A.,FIND
GOVE11,IT NOW IGCT,BRGOVECTF004,ETF,40.10,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE AÇÕES,GOVE11,11.184.136/0001-15,IT NOW IGCT FUNDO DE ÍNDICE,60.701.190/0001-04,ITAU UNIBANCO S.A.,GOVE
ISUS11,IT NOW ISE,BRISUSCTF003,ETF,30.65,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE AÇÕES,ISUS11,12.984.444/0001-98,IT NOW ISE FUNDO DE ÍNDICE,60.701.190/0001-04,ITAU UNIBANCO S.A.,ISUS
IVVB11,ISHARE SP500,BRIVVBCTF001,ETF,121.50,-0.35,-0.29,OUTROS,FUNDOS,FUNDOS DE AÇÕES,IVVB11,19.909.560/0001-91,ISHARES S&P 500 FDO INV COTAS FDO INDICE,01.522.368/0001-82,BANCO BNP PARIBAS BRASIL S/A,IVVB
MATB11,IT NOW IMAT,BRMATBCTF001,ETF,33.85,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE AÇÕES,MATB11,13.416.228/0001-09,IT NOW IMAT FUNDO DE ÍNDICE,60.701.190/0001-04,ITAU UNIBANCO S.A.,MATB
PIBB11,IT NOW PIBB,BRPIBBCTF005,ETF,160.63,-1.34,-0.83,OUTROS,FUNDOS,FUNDOS DE AÇÕES,PIBB11,06.323.688/0001-27,IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE,60.701.190/0001-04,ITAU UNIBANCO S.A.,PIBB
SMAL11,ISHARES SMAL,BRSMALCTF002,ETF,92.97,-0.23,-0.25,OUTROS,FUNDOS,FUNDOS DE AÇÕES,SMAL11,10.406.600/0001-08,ISHARES BMFBOVESPA SMALL CAP FUNDO DE ÍNDICE,01.522.368/0001-82,BANCO BNP PARIBAS BRASIL S/A,SMAL
SPXI11,IT NOW SPXI,BRSPXICTF003,ETF,118.78,-0.01,-0.01,OUTROS,FUNDOS,FUNDOS DE AÇÕES,SPXI11,17.036.289/0001-00,IT NOW S&P500 TRN FUNDO DE INDICE,60.701.190/0001-04,ITAU UNIBANCO S.A.,SPXI
XBOV11,CAIXAETFXBOV,BRXBOVCTF005,ETF,93.11,0.00,0.00,OUTROS,FUNDOS,FUNDOS DE AÇÕES,XBOV11,14.120.533/0001-11,CAIXA ETF IBOVESPA FUNDO DE INDICE,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,XBOV
ABCP11,FII ABC IMOB,BRABCPCTF000,FII,105.51,0.45,0.43,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,ABCP11,01.201.140/0001-90,FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ABCP
AEFI11,FII AESAPAR,BRAEFICTF002,FII,169.87,-1.12,-0.66,TIJOLO,EDUCACIONAL,DESENVOLVIMENTO PARA RENDA GESTÃO PASSIVA,AEFI11,13.873.457/0001-52,AESAPAR FUNDO DE INVESTIMENTO IMOBIILÁRIO - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,AEFI
AGCX11,FII AG CAIXA,BRAGCXCTF003,FII,1215.89,-3.25,-0.27,TIJOLO,BANCÁRIO,DESENVOLVIMENTO PARA RENDA GESTÃO ATIVA,AGCX11,15.576.907/0001-70,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,AGCX
ALMI11,FII TORRE AL,BRALMICTF003,FII,1415.00,10.00,0.71,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,ALMI11,07.122.725/0001-00,FII TORRE ALMIRANTE,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,ALMI
ALZR11,FII ALIANZA,BRALZRCTF006,FII,96.00,0.01,0.01,TIJOLO,HÍBRIDO,RENDA GESTÃO ATIVA,ALZR11,28.737.771/0001-85,ALIANZA TRUST RENDA IMOBILIARIA - FUNDO DE INVESTIMENTO IMOBILIARIO,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,ALZR
ANCR11B,FII ANCAR IC,BRANCRCTF001,FII,2500.00,0.00,0.00,TIJOLO,SHOPPINGS,DESENVOLVIMENTO PARA RENDA GESTÃO ATIVA,ANCR11B,07.789.135/0001-27,FII ANCAR IC,27.652.684/0001-62,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,ANCR
AQLL11,FII AQUILLA,BRAQLLCTF008,FII,415.01,0.00,0.00,PAPEL,FUNDO DE FUNDOS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,AQLL11,13.555.918/0001-49,AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,00.329.598/0001-67,FOCO DTVM LTDA.,AQLL
ATSA11,FII HATRIUM,BRATSACTF000,FII,110.49,0.00,0.00,TIJOLO,SHOPPINGS,DESENVOLVIMENTO PARA RENDA GESTÃO PASSIVA,ATSA11,12.809.972/0001-00,HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,07.253.654/0001-76,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,ATSA
BBFI11B,FII BB PROGR,BRBBFICTF006,FII,2363.00,-17.00,-0.71,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,BBFI11B,07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,BBFI
BBPO11,FII BB PRGII,BRBBPOCTF003,FII,139.09,0.11,0.08,TIJOLO,BANCÁRIO,RENDA GESTÃO PASSIVA,BBPO11,14.410.722/0001-29,BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,BBPO
BBRC11,FII BB CORP,BRBBRCCTF004,FII,133.49,-0.09,-0.07,TIJOLO,BANCÁRIO,DESENVOLVIMENTO PARA RENDA GESTÃO PASSIVA,BBRC11,12.681.340/0001-04,BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,BBRC
BBVJ11,FII C JARDIM,BRBBVJCTF001,FII,57.50,0.09,0.16,TIJOLO,ESCRITÓRIOS,DESENVOLVIMENTO PARA RENDA GESTÃO PASSIVA,BBVJ11,10.347.985/0001-80,FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,BBVJ
BCFF11,FII BC FFII,BRBCFFCTF000,FII,84.45,-0.13,-0.15,PAPEL,FUNDO DE FUNDOS,RENDA GESTÃO ATIVA,BCFF11,11.026.627/0001-38,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,BCFF
BCIA11,FII BCIA,BRBCIACTF005,FII,113.90,3.40,3.08,PAPEL,FUNDO DE FUNDOS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,BCIA11,20.216.935/0001-17,BRADESCO CARTEIRA IMOBILIÁRIA ATIVA,60.746.948/0001-12,BANCO BRADESCO S.A.,BCIA
BCRI11,FII BEES CRI,BRBCRICTF009,FII,116.39,-0.01,-0.01,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,BCRI11,22.219.335/0001-38,BANESTES RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO,33.644.196/0001-06,BANCO FATOR S/A,BCRI
BMLC11B,FII BMBRC LC,BRBMLCCTF004,FII,76.01,-0.01,-0.01,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,BMLC11B,14.376.247/0001-11,FII BM BRASCAN LAJES CORPORATIVAS,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,BMLC
BNFS11,FII BANRISUL,BRBNFSCTF000,FII,118.03,-1.94,-1.62,TIJOLO,BANCÁRIO,DESENVOLVIMENTO PARA RENDA GESTÃO ATIVA,BNFS11,15.570.431/0001-60,BANRISUL NOVAS FRONTEIRAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,BNFS
BPFF11,FII ABSOLUTO,BRBPFFCTF002,FII,92.24,-0.15,-0.16,PAPEL,FUNDO DE FUNDOS,RENDA GESTÃO ATIVA,BPFF11,17.324.357/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,27.652.684/0001-62,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,BPFF
BRCR11,FII BC FUND,BRBRCRCTF000,FII,92.84,1.04,1.13,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,BRCR11,08.924.783/0001-01,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,BRCR
BTCR11,FII BTG CRI,BRBTCRCTF006,FII,115.00,1.00,0.88,PAPEL,CRIS,RENDA GESTÃO ATIVA,BTCR11,29.787.928/0001-40,FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,BTCR
BZLI11,FII BRREALTY,BRBZLICTF003,FII,14.50,1.00,7.41,HÍBRIDO (TIJOLO/PAPEL),HÍBRIDO (TIJOLO/PAPEL),TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,BZLI11,14.074.706/0001-02,BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,00.329.598/0001-67,FOCO DTVM LTDA.,BZLI
CARE11,FII DEA CARE,BRCARECTF000,FII,1.44,0.09,6.67,TIJOLO,OUTROS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,CARE11,13.584.584/0001-31,BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,00.806.535/0001-54,PLANNER CORRETORA DE VALORES SA,CARE
CBOP11,FII C BRANCO,BRCBOPCTF001,FII,71.86,-0.12,-0.17,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,CBOP11,17.144.039/0001-85,CASTELLO BRANCO OFFICE PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,61.809.182/0001-30,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,CBOP
CEOC11,FII CEO CCP,BRCEOCCTF003,FII,85.77,-0.23,-0.27,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,CEOC11,15.799.397/0001-09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII CEO CYRELA COMMERCIAL PROPERTIES,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CEOC
CNES11,FII CENESP,BRCNESCTF001,FII,76.01,-0.04,-0.05,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,CNES11,13.551.286/0001-45,FII CENESP,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CNES
CPTS11B,FII CAPI SEC,BRCPTSCTF004,FII,100.39,0.10,0.10,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,CPTS11B,18.979.895/0001-13,CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,CPTS
